chromosome,start,end,name,strand,type,gene
chr1,220266706,220267917,ENSG00000213033.4,-,transcribed_processed_pseudogene,AURKAPS1
chr1,220313945,220315565,ENSG00000230318.2,-,processed_pseudogene,XRCC6P3
chr1,220316667,220317599,ENSG00000232883.1,-,processed_pseudogene,RP11-302I18.1
chr1,220359731,220360183,ENSG00000226927.1,-,lincRNA,RP11-302I18.3
chr1,220401122,220404033,ENSG00000260505.1,+,lincRNA,RP11-410C4.5
chr1,220448516,220448853,ENSG00000235163.2,+,processed_pseudogene,RP11-410C4.1
chr1,220455154,220455312,ENSG00000234863.1,-,processed_pseudogene,RP11-410C4.2
chr1,220467954,220468808,ENSG00000226226.1,+,processed_pseudogene,SLMO2P1
chr1,220485104,220487043,ENSG00000231529.1,-,lincRNA,RP11-410C4.4
chr1,220528183,220664461,ENSG00000116141.15,+,protein_coding,MARK1
chr1,220571739,220572035,ENSG00000243872.3,-,misc_RNA,RN7SL464P
chr1,220571834,220571899,ENSG00000281158.1,-,miRNA,AC096640.1
chr1,220625740,220628056,ENSG00000233012.2,+,transcribed_processed_pseudogene,HDAC1P2
chr1,220689845,220699157,ENSG00000162817.6,+,protein_coding,C1orf115
chr1,220748225,220784815,ENSG00000117791.15,+,protein_coding,MARC2
chr1,220786759,220819657,ENSG00000186205.12,+,protein_coding,MARC1
chr1,220825620,220826063,ENSG00000221571.3,+,lincRNA,RNU6ATAC35P
chr1,220825776,220825893,ENSG00000276642.1,+,snRNA,U6atac
chr1,220828676,220829211,ENSG00000272823.1,-,lincRNA,RP11-295M18.6
chr1,220829255,220832429,ENSG00000238078.1,+,lincRNA,LINC01352
chr1,220832763,220880140,ENSG00000257551.1,-,antisense,HLX-AS1
chr1,220879400,220885059,ENSG00000136630.12,+,protein_coding,HLX
chr1,221133865,221134221,ENSG00000226211.1,-,processed_pseudogene,RP11-453O22.1
chr1,221330080,221336296,ENSG00000234754.1,-,lincRNA,C1orf140
chr1,221508559,221510979,ENSG00000232436.1,+,lincRNA,RP11-103C3.1
chr1,221549786,221550643,ENSG00000227585.2,-,processed_pseudogene,RP11-103C3.2
chr1,221701424,221742176,ENSG00000143507.17,-,protein_coding,DUSP10
chr1,221827666,221840666,ENSG00000227925.1,-,lincRNA,RP11-191N8.2
chr1,221837334,221837437,ENSG00000200033.1,-,snRNA,RNU6-403P
chr1,221880981,221978523,ENSG00000238042.5,-,lincRNA,RP11-815M8.1
chr1,221966341,221984964,ENSG00000228437.5,+,lincRNA,RP11-400N13.2
chr1,222013007,222013090,ENSG00000264972.2,+,miRNA,AC092765.1
chr1,222041705,222064763,ENSG00000232679.1,-,lincRNA,RP11-400N13.3
chr1,222089169,222387434,ENSG00000236230.1,-,lincRNA,RP11-400N13.1
chr1,222261833,222262796,ENSG00000227613.1,-,processed_pseudogene,QRSL1P2
chr1,222452738,222454705,ENSG00000226643.2,-,lincRNA,RP11-358H9.1
chr1,222468094,222470882,ENSG00000234419.1,+,processed_pseudogene,CICP13
chr1,222477252,222504622,ENSG00000276997.4,-,lincRNA,RP11-378J18.9
chr1,222503632,222503735,ENSG00000222399.1,-,snRNA,RNU6-791P
chr1,222510169,222519732,ENSG00000267305.2,-,unprocessed_pseudogene,RP11-378J18.10
chr1,222522258,222548103,ENSG00000143512.12,-,protein_coding,HHIPL2
chr1,222557902,222589933,ENSG00000143498.17,-,protein_coding,TAF1A
chr1,222589825,222593032,ENSG00000225265.1,+,antisense,TAF1A-AS1
chr1,222618086,222668012,ENSG00000154305.16,+,protein_coding,MIA3
chr1,222641414,222641858,ENSG00000229399.1,-,processed_pseudogene,RP11-378J18.6
chr1,222658867,222661512,ENSG00000272750.1,-,antisense,RP11-378J18.8
chr1,222668013,222713210,ENSG00000186063.12,-,protein_coding,AIDA
chr1,222712553,222735196,ENSG00000162819.11,+,protein_coding,BROX
chr1,222737207,222750805,ENSG00000197520.10,+,protein_coding,FAM177B
chr1,222815022,222837384,ENSG00000228106.5,+,lincRNA,RP11-452F19.3
chr1,222815064,222994906,ENSG00000278610.1,+,lincRNA,RP11-455P21.3
chr1,222872271,223005995,ENSG00000154309.8,+,protein_coding,DISP1
chr1,222945725,222945900,ENSG00000234523.1,+,processed_pseudogene,NDUFB1P2
chr1,223109406,223143282,ENSG00000187554.11,-,protein_coding,TLR5
chr1,223144049,223144954,ENSG00000236846.1,+,lincRNA,RP11-239E10.2
chr1,223181144,223188154,ENSG00000226601.1,+,lincRNA,RP11-239E10.3
chr1,223220819,223364202,ENSG00000143502.14,-,protein_coding,SUSD4
chr1,223373822,223373956,ENSG00000251789.2,+,snRNA,RNU4-57P
chr1,223393417,223395470,ENSG00000178395.6,+,protein_coding,CCDC185
chr1,223538007,223665734,ENSG00000203697.11,-,protein_coding,CAPN8
chr1,223644110,223644383,ENSG00000227002.2,-,processed_pseudogene,SNRPEP10
chr1,223690051,223690114,ENSG00000212398.1,+,snRNA,RNU6-1248P
chr1,223701593,223776018,ENSG00000162909.17,+,protein_coding,CAPN2
chr1,223779899,223845972,ENSG00000143514.16,-,protein_coding,TP53BP2
chr1,223856579,223857387,ENSG00000227621.1,-,processed_pseudogene,PHBP11
chr1,223863726,223864851,ENSG00000188460.4,-,processed_pseudogene,ACTBP11
chr1,223947605,223950416,ENSG00000233771.2,+,unprocessed_pseudogene,CICP5
chr1,223951388,223953439,ENSG00000272645.2,-,lincRNA,RP11-504P24.8
chr1,223976146,223976249,ENSG00000212157.1,-,snRNA,RNU6-1319P
chr1,223982754,223988154,ENSG00000232372.1,-,unprocessed_pseudogene,GTF2IP20
chr1,223992743,224010612,ENSG00000185495.10,+,transcribed_unprocessed_pseudogene,RP11-504P24.3
chr1,223994262,223995196,ENSG00000278467.1,+,lincRNA,RP11-504P24.9
chr1,224030704,224035056,ENSG00000229930.1,-,unprocessed_pseudogene,RP11-504P24.5
chr1,224107282,224107541,ENSG00000252484.1,-,misc_RNA,RN7SKP49
chr1,224114087,224162047,ENSG00000143756.11,+,protein_coding,FBXO28
chr1,224175476,224175706,ENSG00000236773.1,-,processed_pseudogene,RP11-365O16.1
chr1,224175756,224193441,ENSG00000143753.12,+,protein_coding,DEGS1
chr1,224179641,224179767,ENSG00000201898.1,+,snoRNA,SNORA72
chr1,224208747,224213279,ENSG00000232628.5,-,sense_intronic,RP11-365O16.3
chr1,224219613,224228043,ENSG00000237101.1,+,antisense,RP11-365O16.6
chr1,224227334,224330387,ENSG00000143748.17,-,protein_coding,NVL
chr1,224257004,224257141,ENSG00000221406.1,-,miRNA,MIR320B2
chr1,224297646,224298600,ENSG00000229742.1,+,processed_pseudogene,RP11-365O16.5
chr1,224305380,224305483,ENSG00000206887.1,+,snRNA,RNU6-1008P
chr1,224356850,224379459,ENSG00000143771.11,+,protein_coding,CNIH4
chr1,224385143,224437033,ENSG00000162923.14,-,protein_coding,WDR26
chr1,224398227,224398311,ENSG00000266618.1,-,miRNA,MIR4742
chr1,224434660,224740549,ENSG00000143786.7,+,protein_coding,CNIH3
chr1,224574434,224575389,ENSG00000229991.1,+,processed_pseudogene,AKR1B1P1
chr1,224615296,224616220,ENSG00000233384.1,-,antisense,RP11-100E13.1
chr1,224661173,224661886,ENSG00000234247.1,-,processed_pseudogene,RP11-100E13.3
chr1,224717504,224730662,ENSG00000229400.1,-,antisense,RP11-3L21.2
chr1,224722467,224722541,ENSG00000251933.1,+,miRNA,AL596330.1
chr1,224766900,224773341,ENSG00000225334.1,+,antisense,RP11-449J1.1
chr1,224896262,225399292,ENSG00000185842.14,+,protein_coding,DNAH14
chr1,225401502,225428925,ENSG00000143815.14,-,protein_coding,LBR
chr1,225447243,225465343,ENSG00000234476.1,-,sense_intronic,RP11-496N12.6
chr1,225465021,225473837,ENSG00000282418.1,+,lincRNA,RP11-496N12.9
chr1,225486835,225653142,ENSG00000154380.16,-,protein_coding,ENAH
chr1,225700604,225752243,ENSG00000227496.1,+,antisense,RP11-145A3.1
chr1,225710968,225736274,ENSG00000226349.1,-,sense_intronic,RP11-145A3.2
chr1,225741275,225741380,ENSG00000223306.2,+,snRNA,RNU6-1304P
chr1,225777813,225790466,ENSG00000143742.12,+,protein_coding,SRP9
chr1,225803148,225803448,ENSG00000234112.2,+,processed_pseudogene,RP11-145A3.4
chr1,225810092,225845563,ENSG00000143819.12,+,protein_coding,EPHX1
chr1,225840883,225846522,ENSG00000242861.1,-,antisense,RP11-285F7.2
chr1,225845536,225882369,ENSG00000196187.11,-,protein_coding,TMEM63A
chr1,225886282,225911382,ENSG00000243709.1,-,protein_coding,LEFTY1
chr1,225886696,225924278,ENSG00000255835.1,-,protein_coding,RP4-559A3.7
chr1,225919877,225924340,ENSG00000143811.16,-,protein_coding,PYCR2
chr1,225922080,225922142,ENSG00000274674.1,-,miRNA,MIR6741
chr1,225936411,225937557,ENSG00000248322.1,-,sense_overlapping,RP4-559A3.6
chr1,225936598,225941489,ENSG00000143768.11,-,protein_coding,LEFTY2
chr1,225964179,225964428,ENSG00000213032.3,+,processed_pseudogene,NDUFA3P3
chr1,225982702,225999331,ENSG00000143751.9,-,protein_coding,SDE2
chr1,226060712,226061876,ENSG00000272562.1,-,antisense,RP11-396C23.4
chr1,226061851,226072001,ENSG00000163041.9,+,protein_coding,H3F3A
chr1,226083639,226090292,ENSG00000225518.2,+,lincRNA,RP11-396C23.2
chr1,226127178,226127346,ENSG00000270598.1,+,processed_pseudogene,RP11-396C23.3
chr1,226144679,226186730,ENSG00000182827.8,-,protein_coding,ACBD3
chr1,226148003,226155071,ENSG00000234478.1,+,antisense,RP11-275I14.4
chr1,226188870,226189221,ENSG00000223570.2,-,processed_pseudogene,RP11-275I14.2
chr1,226223618,226227054,ENSG00000185155.11,+,protein_coding,MIXL1
chr1,226231149,226309869,ENSG00000183814.15,-,protein_coding,LIN9
chr1,226318015,226318693,ENSG00000236994.1,-,processed_pseudogene,YBX1P9
chr1,226331999,226333655,ENSG00000275406.1,-,unprocessed_pseudogene,RP11-125A15.3
chr1,226360691,226408079,ENSG00000143799.12,-,protein_coding,PARP1
chr1,226411615,226412135,ENSG00000270287.1,-,processed_pseudogene,RP11-118H4.3
chr1,226438564,226439344,ENSG00000229965.1,+,processed_pseudogene,RP11-118H4.1
chr1,226445937,226446292,ENSG00000223282.1,+,misc_RNA,RN7SKP165
chr1,226493188,226493489,ENSG00000177770.11,-,processed_pseudogene,CDKN2AIPNLP1
chr1,226548800,226609214,ENSG00000203685.9,+,protein_coding,C1orf95
chr1,226631690,226739323,ENSG00000143772.9,-,protein_coding,ITPKB
chr1,226656640,226675067,ENSG00000228382.1,-,sense_intronic,ITPKB-IT1
chr1,226668897,226676345,ENSG00000228548.1,+,antisense,ITPKB-AS1
chr1,226781501,226781744,ENSG00000238183.2,+,processed_pseudogene,RPS27P5
chr1,226870184,226896105,ENSG00000143801.16,+,protein_coding,PSEN2
chr1,226897536,226987545,ENSG00000163050.16,+,protein_coding,ADCK3
chr1,226958069,226958267,ENSG00000228525.1,-,processed_pseudogene,RP5-1087E8.2
chr1,226989865,227318474,ENSG00000143776.18,-,protein_coding,CDC42BPA
chr1,226992140,226993206,ENSG00000233706.1,+,antisense,RP5-1087E8.3
chr1,227178333,227183444,ENSG00000228625.1,+,antisense,RP11-1B20.1
chr1,227234269,227235355,ENSG00000228729.1,+,processed_pseudogene,RP11-211A18.2
chr1,227264776,227265207,ENSG00000236636.2,-,processed_pseudogene,RP11-211A18.1
chr1,227393591,227431035,ENSG00000234277.2,+,lincRNA,CTD-2090I13.1
chr1,227410617,227411319,ENSG00000232864.1,-,processed_pseudogene,CTD-2090I13.2
chr1,227430526,227430976,ENSG00000242757.1,+,processed_pseudogene,CTD-2090I13.3
chr1,227434064,227434346,ENSG00000224834.1,+,processed_pseudogene,BTF3P9
chr1,227482253,227482454,ENSG00000237193.1,+,processed_pseudogene,RP11-275O4.4
chr1,227490691,227492296,ENSG00000278180.1,+,unprocessed_pseudogene,RP11-275O4.6
chr1,227493029,227495142,ENSG00000237469.2,-,unprocessed_pseudogene,TUBB8P10
chr1,227506182,227508292,ENSG00000235827.2,+,unprocessed_pseudogene,TUBB8P9
chr1,227509028,227520477,ENSG00000227711.2,-,transcribed_unprocessed_pseudogene,RP11-275O4.5
chr1,227561181,227561300,ENSG00000202264.1,+,rRNA,RNA5SP77
chr1,227563543,227677443,ENSG00000181450.17,+,protein_coding,ZNF678
chr1,227598424,227599094,ENSG00000225934.2,-,processed_pseudogene,RP4-566D2.1
chr1,227645280,227645366,ENSG00000265216.1,+,miRNA,AL592310.1
chr1,227696892,227706699,ENSG00000215812.5,-,unprocessed_pseudogene,ZNF847P
chr1,227728539,227781231,ENSG00000143740.14,+,protein_coding,SNAP47
chr1,227730425,227735411,ENSG00000081692.12,-,protein_coding,JMJD4
chr1,227743831,227747191,ENSG00000230005.2,-,antisense,SNAP47-AS1
chr1,227815693,227846470,ENSG00000185888.5,+,protein_coding,PRSS38
chr1,227918656,227947898,ENSG00000143816.7,-,protein_coding,WNT9A
chr1,227941590,227941683,ENSG00000264483.1,-,miRNA,MIR5008
chr1,227975390,227978193,ENSG00000233003.4,-,unprocessed_pseudogene,CICP26
chr1,227980051,227980227,ENSG00000274886.1,+,unprocessed_pseudogene,SEPT14P17
chr1,228007051,228061260,ENSG00000154342.5,+,protein_coding,WNT3A
chr1,228073909,228076550,ENSG00000276255.2,-,lincRNA,RP5-881P19.7
chr1,228082660,228099212,ENSG00000143761.13,+,protein_coding,ARF1
chr1,228097263,228097341,ENSG00000264944.1,+,miRNA,MIR3620
chr1,228100726,228105411,ENSG00000143793.12,-,protein_coding,C1orf35
chr1,228106679,228109312,ENSG00000162910.18,-,protein_coding,MRPL55
chr1,228114997,228115473,ENSG00000224566.2,-,processed_pseudogene,FAM96AP2
chr1,228121523,228123771,ENSG00000280157.1,+,TEC,RP11-520H14.7
chr1,228134785,228134992,ENSG00000227625.2,-,processed_pseudogene,RP11-520H14.1
chr1,228139962,228148984,ENSG00000143774.16,+,protein_coding,GUK1
chr1,228149852,228159826,ENSG00000198835.3,+,protein_coding,GJC2
chr1,228164086,228165512,ENSG00000203684.5,-,lincRNA,IBA57-AS1
chr1,228165815,228182257,ENSG00000181873.12,+,protein_coding,IBA57
chr1,228203506,228213664,ENSG00000162913.9,-,protein_coding,C1orf145
chr1,228208130,228378876,ENSG00000154358.19,+,protein_coding,OBSCN
chr1,228270443,228274397,ENSG00000269890.1,-,antisense,RP5-1139B12.2
chr1,228274584,228276066,ENSG00000269934.1,-,antisense,RP5-1139B12.3
chr1,228295911,228302998,ENSG00000270110.1,-,antisense,RP5-1139B12.4
chr1,228384114,228385016,ENSG00000270104.1,-,lincRNA,RP11-245P10.6
chr1,228393673,228406840,ENSG00000154370.13,-,protein_coding,TRIM11
chr1,228394290,228396967,ENSG00000270094.1,+,antisense,RP11-245P10.8
chr1,228397048,228397109,ENSG00000278067.1,-,miRNA,MIR6742
chr1,228407381,228409694,ENSG00000231563.1,+,antisense,RP11-245P10.4
chr1,228407940,228416861,ENSG00000162931.11,-,protein_coding,TRIM17
chr1,228424845,228425325,ENSG00000168148.3,-,protein_coding,HIST3H3
chr1,228449163,228449621,ENSG00000230841.2,-,processed_pseudogene,RPL23AP15
chr1,228456979,228457873,ENSG00000181218.5,-,protein_coding,HIST3H2A
chr1,228457435,228457572,ENSG00000281451.1,+,miRNA,AL139288.1
chr1,228458107,228460470,ENSG00000196890.4,+,protein_coding,HIST3H2BB
chr1,228462074,228462152,ENSG00000266174.1,+,miRNA,MIR4666A
chr1,228464103,228464626,ENSG00000181201.3,-,unitary_pseudogene,HIST3H2BA
chr1,228486188,228487120,ENSG00000279306.1,-,TEC,RP5-915N17.11
chr1,228487061,228495766,ENSG00000168159.10,+,protein_coding,RNF187
chr1,228508655,228512305,ENSG00000215811.5,-,unprocessed_pseudogene,BTNL10
chr1,228555793,228555901,ENSG00000202056.1,+,rRNA,RNA5SP19
chr1,228558296,228558339,ENSG00000251823.2,-,rRNA,RNA5SP162
chr1,228610268,228610386,ENSG00000199352.1,-,rRNA,RNA5S1
chr1,228612509,228612627,ENSG00000201588.1,-,rRNA,RNA5S2
chr1,228614750,228614868,ENSG00000199337.1,-,rRNA,RNA5S3
chr1,228616991,228617109,ENSG00000200381.1,-,rRNA,RNA5S4
chr1,228619232,228619350,ENSG00000199396.1,-,rRNA,RNA5S5
chr1,228621447,228621565,ENSG00000200624.1,-,rRNA,RNA5S6
chr1,228623667,228623785,ENSG00000202521.1,-,rRNA,RNA5S7
chr1,228625909,228626027,ENSG00000200343.1,-,rRNA,RNA5S8
chr1,228628148,228628266,ENSG00000201321.1,-,rRNA,RNA5S9
chr1,228628176,228628234,ENSG00000281588.1,-,miRNA,AL713899.1
chr1,228630390,228630508,ENSG00000199910.1,-,rRNA,RNA5S10
chr1,228632631,228632749,ENSG00000199334.1,-,rRNA,RNA5S11
chr1,228634871,228634989,ENSG00000199270.1,-,rRNA,RNA5S12
chr1,228637096,228637214,ENSG00000202526.1,-,rRNA,RNA5S13
chr1,228639337,228639455,ENSG00000201355.1,-,rRNA,RNA5S14
chr1,228641568,228641686,ENSG00000201925.1,-,rRNA,RNA5S15
chr1,228643809,228643927,ENSG00000202257.1,-,rRNA,RNA5S16
chr1,228646040,228646158,ENSG00000200370.1,-,rRNA,RNA5S17
chr1,228647912,228648032,ENSG00000212237.1,-,rRNA,RNA5SP18
chr1,228650241,228651379,ENSG00000183929.7,+,processed_pseudogene,DUSP5P1
chr1,228652436,228652560,ENSG00000206878.1,+,snoRNA,SNORA51
chr1,228687415,228687826,ENSG00000234975.6,+,processed_pseudogene,FTH1P2
chr1,228735077,228746669,ENSG00000116574.5,+,protein_coding,RHOU
chr1,228776312,228776865,ENSG00000271475.1,+,processed_pseudogene,RP4-799G3.1
chr1,228858010,228858556,ENSG00000271399.1,+,processed_pseudogene,RP4-799G3.2
chr1,229022773,229038274,ENSG00000282111.1,-,lincRNA,RP5-1065P14.3
chr1,229042171,229042591,ENSG00000229840.2,+,processed_pseudogene,ISCA1P2
chr1,229092815,229094905,ENSG00000236975.1,-,lincRNA,RP5-1065P14.2
chr1,229223461,229227562,ENSG00000233920.1,-,antisense,RP5-1061H20.5
chr1,229249636,229251810,ENSG00000177800.2,+,protein_coding,TMEM78
chr1,229258281,229271028,ENSG00000177788.5,-,lincRNA,RP5-1061H20.4
chr1,229270927,229271599,ENSG00000240524.2,-,transcribed_processed_pseudogene,RP5-1061H20.3
chr1,229271062,229305894,ENSG00000168118.11,+,protein_coding,RAB4A
chr1,229304857,229305504,ENSG00000213029.3,+,protein_coding,SPHAR
chr1,229319403,229323087,ENSG00000237481.1,+,antisense,RP4-803J11.2
chr1,229321005,229343294,ENSG00000154429.10,-,protein_coding,CCSAP
chr1,229383128,229383188,ENSG00000252506.1,+,snRNA,RNU6-180P
chr1,229410500,229410767,ENSG00000252051.1,-,misc_RNA,RN7SKP276
chr1,229425020,229425650,ENSG00000230331.1,+,processed_pseudogene,RP5-1068B5.1
chr1,229431245,229434098,ENSG00000143632.14,-,protein_coding,ACTA1
chr1,229440260,229508341,ENSG00000069248.11,-,protein_coding,NUP133
chr1,229440284,229441020,ENSG00000226920.1,-,3prime_overlapping_ncrna,RP5-1068B5.5
chr1,229508501,229514272,ENSG00000223635.1,+,antisense,RP4-613A2.1
chr1,229516582,229558695,ENSG00000135776.4,-,protein_coding,ABCB10
chr1,229535064,229535189,ENSG00000199672.1,-,snRNA,RNU4-21P
chr1,229549905,229550022,ENSG00000201492.1,+,rRNA,RNA5SP78
chr1,229570532,229570796,ENSG00000229367.1,+,processed_pseudogene,HMGN2P19
chr1,229593111,229626047,ENSG00000135801.9,-,protein_coding,TAF5L
chr1,229626234,229660199,ENSG00000135763.9,+,protein_coding,URB2
chr1,229688999,229689904,ENSG00000213028.3,-,processed_pseudogene,RP11-108F13.2
chr1,229705234,229705861,ENSG00000225984.1,-,processed_pseudogene,HMGB1P26
chr1,229875550,229885752,ENSG00000227043.1,-,lincRNA,RP11-286M16.1
chr1,230002730,230007162,ENSG00000228058.1,+,lincRNA,RP11-552D4.1
chr1,230049182,230049250,ENSG00000211525.2,-,miRNA,BX323860.1
chr1,230057990,230282124,ENSG00000143641.9,+,protein_coding,GALNT2
chr1,230258694,230268483,ENSG00000227006.1,-,antisense,RP5-956O18.2
chr1,230280312,230281893,ENSG00000224407.1,-,antisense,RP5-956O18.3
chr1,230314482,230425729,ENSG00000177614.9,-,protein_coding,PGBD5
chr1,230426491,230436822,ENSG00000282564.1,+,lincRNA,RP4-553F17.1
chr1,230592660,230595583,ENSG00000232964.2,-,lincRNA,RP11-543E8.1
chr1,230612009,230612412,ENSG00000235817.2,-,processed_pseudogene,RP11-543E8.2
chr1,230642489,230693982,ENSG00000135775.13,+,protein_coding,COG2
chr1,230702523,230714297,ENSG00000135744.7,-,protein_coding,AGT
chr1,230710698,230795492,ENSG00000244137.1,-,antisense,RP11-99J16__A.2
chr1,230747384,230802003,ENSG00000135773.12,+,protein_coding,CAPN9
chr1,230820250,230820358,ENSG00000202063.1,+,rRNA,RNA5SP79
chr1,230823641,230824707,ENSG00000225656.1,-,lincRNA,RP5-858B6.1
chr1,230837119,230869589,ENSG00000119280.16,-,protein_coding,C1orf198
chr1,230874846,230879015,ENSG00000223393.1,+,antisense,RP5-858B6.3
chr1,230894141,230894427,ENSG00000240502.2,+,misc_RNA,RN7SL837P
chr1,230906243,230978875,ENSG00000143643.12,-,protein_coding,TTC13
chr1,230978981,231000595,ENSG00000173409.13,+,protein_coding,ARV1
chr1,230988989,230989123,ENSG00000252131.1,-,miRNA,AL844165.1
chr1,231018958,231040246,ENSG00000182118.5,-,protein_coding,FAM89A
chr1,231019828,231019924,ENSG00000221290.1,-,miRNA,MIR1182
chr1,231021611,231022183,ENSG00000227934.1,+,processed_pseudogene,RP11-423F24.3
chr1,231117831,231118325,ENSG00000229595.1,-,processed_pseudogene,RP5-1097F14.1
chr1,231162112,231221556,ENSG00000119283.15,+,protein_coding,TRIM67
chr1,231184098,231187627,ENSG00000235710.4,-,antisense,RP5-1097F14.3
chr1,231223763,231241187,ENSG00000143633.12,-,protein_coding,C1orf131
chr1,231241207,231277973,ENSG00000116906.11,+,protein_coding,GNPAT
chr1,231281414,231281524,ENSG00000222407.1,-,rRNA,RNA5SP80
chr1,231332753,231337852,ENSG00000116903.7,-,protein_coding,EXOC8
chr1,231337104,231355023,ENSG00000010072.15,+,protein_coding,SPRTN
chr1,231363751,231425044,ENSG00000135766.8,-,protein_coding,EGLN1
chr1,231475956,231476288,ENSG00000223982.3,-,processed_pseudogene,SNRPD2P2
chr1,231522388,231528556,ENSG00000233461.5,-,antisense,RP11-295G20.2
chr1,231528653,231566524,ENSG00000116918.13,+,protein_coding,TSNAX
chr1,231528653,231819244,ENSG00000270106.5,+,protein_coding,TSNAX-DISC1
chr1,231591292,231612090,ENSG00000229228.1,-,antisense,LINC00582
chr1,231626815,232041272,ENSG00000162946.20,+,protein_coding,DISC1
chr1,231670635,231670750,ENSG00000222986.1,+,snRNA,RNU5A-5P
chr1,231814982,231815186,ENSG00000274121.1,+,misc_RNA,DISC2
chr1,231925834,231945233,ENSG00000226758.1,+,sense_intronic,DISC1-IT1
chr1,232160091,232185643,ENSG00000235152.1,+,lincRNA,RP5-865N13.2
chr1,232174932,232180113,ENSG00000236372.1,-,lincRNA,RP5-865N13.1
chr1,232221938,232222174,ENSG00000224436.1,-,processed_pseudogene,RP11-284L19.1
chr1,232222866,232223145,ENSG00000242794.2,+,misc_RNA,RN7SL299P
chr1,232223059,232223141,ENSG00000281475.1,+,miRNA,BX323014.1
chr1,232397965,232561558,ENSG00000116991.10,-,protein_coding,SIPA1L2
chr1,232700204,232700308,ENSG00000238382.1,+,snRNA,RNU6-1211P
chr1,232718071,232722250,ENSG00000225919.1,+,lincRNA,RP11-66A2.1
chr1,232727254,232742715,ENSG00000236497.1,-,lincRNA,RP11-66A2.2
chr1,232804892,232808407,ENSG00000212916.4,+,protein_coding,MAP10
chr1,232832017,232832187,ENSG00000206835.1,-,snRNA,RNU1-74P
chr1,232898914,232898999,ENSG00000273857.1,+,miRNA,AL122003.1
chr1,232917235,232918018,ENSG00000232175.1,+,processed_pseudogene,RP4-659I19.1
chr1,232950605,232983882,ENSG00000135778.11,+,protein_coding,NTPCR
chr1,232983435,233295713,ENSG00000135749.18,-,protein_coding,PCNXL2
chr1,233288868,233289447,ENSG00000231940.1,-,processed_pseudogene,RPS7P3
chr1,233295325,233295727,ENSG00000251508.1,-,unprocessed_pseudogene,RP5-862P8.3
chr1,233327768,233385148,ENSG00000143674.10,+,protein_coding,MLK4
chr1,233448626,233448781,ENSG00000252501.1,-,snRNA,RNU4-77P
chr1,233614004,233672512,ENSG00000135750.14,+,protein_coding,KCNK1
chr1,233624152,233624219,ENSG00000265744.1,+,miRNA,MIR4427
chr1,233836080,233836432,ENSG00000225486.1,-,processed_pseudogene,RP11-301G21.1
chr1,233904933,234324516,ENSG00000183780.12,+,protein_coding,SLC35F3
chr1,234026851,234027227,ENSG00000236101.1,-,processed_pseudogene,RAC1P7
chr1,234212606,234215088,ENSG00000233332.1,-,antisense,RP4-799P18.2
chr1,234261706,234274465,ENSG00000231272.1,+,sense_intronic,RP4-799P18.4
chr1,234268583,234272500,ENSG00000236244.1,-,antisense,RP4-799P18.3
chr1,234284972,234285541,ENSG00000232166.1,+,processed_pseudogene,RP4-799P18.5
chr1,234306467,234306539,ENSG00000264377.1,+,miRNA,MIR4671
chr1,234356704,234357141,ENSG00000235605.1,-,processed_pseudogene,RP5-827C21.1
chr1,234357006,234365828,ENSG00000236358.1,+,antisense,RP5-827C21.2
chr1,234372186,234372811,ENSG00000273367.1,+,antisense,RP5-827C21.6
chr1,234372807,234373593,ENSG00000231663.1,-,antisense,RP5-827C21.4
chr1,234373456,234384049,ENSG00000168275.14,+,protein_coding,COA6
chr1,234391313,234479103,ENSG00000059588.9,-,protein_coding,TARBP1
chr1,234527891,234531779,ENSG00000231768.1,-,lincRNA,LINC01354
chr1,234565298,234570088,ENSG00000230404.1,+,lincRNA,RP5-855F14.2
chr1,234593275,234593402,ENSG00000212144.1,+,snoRNA,U8
chr1,234604269,234609525,ENSG00000168264.10,-,protein_coding,IRF2BP2
chr1,234607008,234609483,ENSG00000228830.1,+,antisense,RP4-781K5.2
chr1,234629311,234634780,ENSG00000224939.1,+,lincRNA,LINC00184
chr1,234644666,234647571,ENSG00000272362.1,+,lincRNA,RP4-781K5.9
chr1,234646289,234683176,ENSG00000228044.2,+,lincRNA,RP4-781K5.4
chr1,234660271,234667104,ENSG00000241475.1,+,lincRNA,RP4-781K5.5
chr1,234669523,234696153,ENSG00000230628.1,-,lincRNA,RP4-781K5.6
chr1,234709383,234720220,ENSG00000282097.1,+,lincRNA,RP4-781K5.7
chr1,234724042,234731643,ENSG00000227630.2,+,lincRNA,LINC01132
chr1,234757621,234760056,ENSG00000279261.1,-,protein_coding,PP2672
chr1,234837976,234838069,ENSG00000201638.2,+,misc_RNA,RNY4P16
chr1,234904186,234904488,ENSG00000239690.3,+,misc_RNA,RN7SL668P
chr1,234957231,234959989,ENSG00000237520.1,+,lincRNA,RP11-443B7.2
chr1,234957342,234970062,ENSG00000238005.2,-,lincRNA,RP11-443B7.1
chr1,234979647,234980804,ENSG00000258082.1,-,lincRNA,RP11-443B7.3
chr1,235065479,235074220,ENSG00000280587.1,-,lincRNA,LINC01348
chr1,235097187,235097412,ENSG00000233018.1,-,processed_pseudogene,RP4-597N16.1
chr1,235104180,235104609,ENSG00000273416.1,-,lincRNA,RP4-597N16.4
chr1,235109336,235128936,ENSG00000173726.10,-,protein_coding,TOMM20
chr1,235127803,235127937,ENSG00000207181.1,-,snoRNA,SNORA14B
